#chainfmt afss
#             p0             p1             p2             p3             p4             p5             p6             p7
        1.19132    4.39521e-11      0.0333535      0.0706535       0.108985        4.48405        1.14958         2.8937
        1.19079    4.37414e-11      0.0320447      0.0693496       0.107279        4.55003         1.2612        2.76298
        1.19208    4.37394e-11      0.0253792      0.0781083       0.120184        5.04741        2.08945        1.73521
        1.19344    4.41516e-11       0.027861      0.0747936       0.112359        4.37188       0.972535        3.11329
        1.18981    4.37687e-11      0.0190095       0.077373       0.108044        4.40205        1.00043        3.09243
        1.20745    4.40622e-11      0.0117121      0.0792481       0.108331        4.41491        1.00314         3.0607
        1.18382     4.4086e-11      0.0167682      0.0778675       0.101212        4.04631       0.391761        3.81857
         1.1856    4.35714e-11      0.0153563      0.0735125       0.102498        4.41149        1.00878        3.05584
         1.1763    4.35996e-11      0.0239309      0.0794519      0.0997454        4.25054       0.707617         3.3689
        1.19532    4.40773e-11      0.0179262      0.0737029       0.102856        4.31536       0.789299        3.25047
        1.20109    4.40894e-11     0.00542282      0.0760296       0.115706        4.40445        0.95871        3.04978
        1.17737    4.34592e-11     0.00647897       0.073779       0.119499         4.5451        1.22221        2.71033
        1.18451    4.39637e-11     0.00346585      0.0777021       0.114999        4.60328        1.28966        2.64282
        1.19333    4.38385e-11    0.000623625      0.0776068       0.120115        4.51081        1.15732         2.8133
        1.17665    4.37702e-11     0.00835858      0.0792887       0.100172        4.22132       0.626022        3.43771
        1.17353    4.34355e-11     0.00156244      0.0803057        0.11457        4.51994        1.19112        2.83186
        1.17869    4.34651e-11      0.0178282      0.0743302       0.123326        4.99867        1.99565        1.83943
        1.19676    4.44141e-11      0.0122295      0.0709571       0.126287         4.4309        1.07575        2.95653
        1.17269    4.37848e-11      0.0106327      0.0720188       0.129803        4.91062        1.89846        2.07444
         1.1855    4.39309e-11     0.00986387      0.0662804       0.132878        4.93191        1.95333         2.0281
        1.19415    4.41196e-11     0.00958254      0.0780122        0.11627        4.33323       0.944841        3.28702
        1.20449    4.40552e-11     0.00588714      0.0698451       0.125852        4.77015        1.71676        2.35575
        1.16122     4.3386e-11      0.0258381      0.0688234       0.114523          4.268       0.867277        3.40998
        1.16566    4.33757e-11     0.00630645      0.0767359       0.114851        4.57808        1.39148        2.79897
        1.16519    4.34369e-11      0.0227583      0.0755396       0.120457        4.55787        1.39064        2.84922
        1.16981    4.36147e-11      0.0167023      0.0751128       0.109228        4.43734        1.13143        3.07164
        1.21193    4.40051e-11      0.0156711      0.0768482       0.112701        4.40684        1.07226        3.13621
        1.20666    4.43682e-11      0.0131299      0.0733044       0.118866        4.52002        1.27733        2.91032
        1.19938    4.41283e-11     0.00447266       0.075913       0.116453        4.46432        1.19235        3.01512
        1.18032    4.38366e-11      0.0199815      0.0768454       0.109187        4.60554        1.45831        2.68541
         1.1904    4.38791e-11       0.030677      0.0800024       0.115971        4.73237        1.69881        2.32754
         1.1847    4.38808e-11      0.0256247      0.0716745       0.118228        4.69949        1.61887        2.47604
        1.20202    4.40404e-11      0.0183899      0.0690508       0.124293         4.6356        1.47519        2.64845
        1.19447    4.39406e-11      0.0232183       0.067564       0.115452        4.51857         1.2656        2.85053
        1.19166     4.3954e-11       0.028234      0.0696288       0.121997        4.54985        1.36988        2.77172
        1.19558     4.4012e-11      0.0297882      0.0719609       0.109008        4.22711       0.849344        3.41341
        1.19135     4.3684e-11     0.00717006      0.0727721       0.117583        4.39879        1.15685        3.05181
        1.18272    4.33281e-11      0.0220688      0.0763443       0.114651        4.41348        1.21985        2.98057
        1.17934    4.34344e-11      0.0236875      0.0751511       0.110104        4.30659        1.02055        3.24846
        1.18834    4.37937e-11     0.00782525      0.0810652       0.107288        4.24673       0.915215        3.36538
        1.18675    4.38769e-11     0.00347326      0.0789371       0.113757        4.38608        1.13643        3.06951
        1.19415     4.3975e-11      0.0124114      0.0737063       0.120466        4.37426        1.13837         3.0784
        1.17352    4.35678e-11      0.0134236      0.0728829       0.110274        4.34628        1.09545        3.14275
        1.18457    4.40055e-11      0.0201156      0.0741928       0.116373        4.59575         1.4955         2.6518
         1.1795    4.41566e-11      0.0110845      0.0777925        0.12063        4.48569        1.32579        2.92641
        1.17625    4.36958e-11     0.00880552      0.0724379       0.119796         4.5464        1.43282        2.82761
        1.18522    4.36115e-11      0.0305844      0.0688451       0.118502        4.61007        1.55689        2.69172
        1.19649    4.42158e-11      0.0197763      0.0684862       0.115262        4.54929        1.43019        2.83125
        1.17709    4.38941e-11      0.0218535      0.0711798       0.120689        4.86015        1.95438        2.16523
        1.17882    4.35063e-11      0.0181239      0.0763042         0.1231        4.55253        1.44211         2.8267
        1.19076    4.37057e-11      0.0256892      0.0686755        0.11563        4.40653        1.19585        3.08457
        1.18598    4.35595e-11     0.00725827      0.0692483       0.120106        4.48934        1.33965        2.87813
        1.19091    4.40781e-11      0.0076424      0.0837443       0.125611        4.54482        1.51933        2.72382
        1.19516    4.41396e-11     0.00994866      0.0658026       0.120553        4.32104        1.14038         3.1606
        1.19409    4.38808e-11     0.00197144      0.0752123       0.113543        4.33855        1.15959        3.12355
        1.19947    4.43634e-11       0.020829      0.0748451       0.104697        4.08205       0.711842        3.65965
        1.18987    4.37836e-11      0.0107609      0.0813102       0.101681        4.04606       0.654547        3.72995
        1.21193    4.43995e-11     0.00470507       0.076449      0.0986492        3.86218       0.310521        4.15733
        1.19209    4.36711e-11      0.0224355      0.0790601      0.0956598        4.23586       0.925829         3.3829
        1.19054    4.40187e-11      0.0258356      0.0812996       0.103338        4.20637       0.914179        3.43536
        1.18288    4.36586e-11      0.0205548      0.0817445       0.108057        4.10745       0.792458        3.65517
        1.18172    4.37521e-11      0.0156497      0.0754212       0.117168        4.49669        1.45085        2.84993
        1.18295    4.38486e-11      0.0172807      0.0756441       0.124041        4.70617         1.8125        2.47375
        1.18563    4.38245e-11      0.0127436      0.0756246       0.126366         4.6558        1.73692        2.57707
        1.19738    4.40509e-11      0.0128587      0.0678601       0.127331        4.34919        1.26617        3.20035
        1.19975    4.41127e-11    2.50613e-05      0.0796906       0.104666        4.31123        1.13748        3.33375
        1.17912    4.38097e-11       0.027947      0.0794381       0.105439        4.35429        1.19101        3.18953
        1.19298    4.39893e-11       0.031189      0.0713312        0.12113         4.7159        1.81547        2.39084
        1.18379    4.36379e-11      0.0210595      0.0697961       0.128757        4.52857        1.52178        2.76637
        1.19435    4.41718e-11      0.0236669      0.0675254       0.118642        4.21943        1.05379        3.35663
        1.18286    4.37642e-11     0.00194674      0.0703331       0.129405        4.69802          1.884        2.35174
        1.18618    4.38883e-11     0.00119675      0.0710591       0.137107        4.52328        1.63348        2.70173
         1.1777    4.36198e-11      0.0298888      0.0635733       0.127077        4.53068        1.67653        2.64877
        1.18026    4.36265e-11      0.0228372      0.0644387        0.11622        4.15236        1.00682        3.50151
        1.18274    4.35733e-11      0.0100069      0.0661202       0.118429        4.71171        1.87388         2.3666
         1.1898    4.39514e-11     0.00801304      0.0797653       0.117237        4.09818       0.838357        3.65399
        1.17724    4.33775e-11      0.0198933      0.0770067        0.10153        3.86463       0.483797        4.11306
        1.16961    4.37487e-11     0.00112562      0.0776163      0.0960316        3.98714       0.666217        3.85913
        1.17297    4.36344e-11      0.0190774      0.0810794       0.111256        4.28438        1.20733        3.22805
        1.17369    4.36299e-11      0.0254679      0.0679133       0.111413        4.28559        1.18892        3.22597
        1.20836    4.42764e-11      0.0292803      0.0693204       0.105587        4.28578        1.11898        3.28048
         1.1801    4.38454e-11      0.0322032      0.0763888       0.113845        4.72497        1.86201        2.35403
        1.18859    4.38474e-11      0.0336235       0.069572         0.1158        4.34342        1.20153        3.16359
        1.18273    4.37064e-11      0.0278981      0.0719267       0.108498        4.39176        1.26732        3.03298
        1.19501    4.39165e-11      0.0218891      0.0755638       0.119569        4.43343        1.34894        2.93606
        1.17575    4.33193e-11     0.00450178      0.0742211       0.116669        4.24858         1.0157        3.36447
        1.17142    4.35659e-11      0.0151526      0.0716527        0.11302        4.44015        1.34079        2.95198
        1.17522    4.33769e-11      0.0469785      0.0682401       0.115947        5.05601        2.35989        1.66859
        1.17471    4.35659e-11       0.045315       0.069588       0.100057        4.65093        1.65255        2.49128
        1.18081    4.37255e-11      0.0517419       0.074114       0.111184         4.7655        1.90457        2.19969
        1.19343    4.36278e-11      0.0516687      0.0682484       0.102859        4.60398        1.62109        2.60736
        1.18509    4.34943e-11      0.0520845      0.0619837       0.117399        5.14974        2.51984        1.51924
         1.1811    4.36254e-11      0.0336538      0.0676473       0.127621        4.87473        2.02421        2.13964
        1.20043    4.38651e-11      0.0173361      0.0796325       0.123592        4.43973        1.31954        2.96986
        1.19732    4.38464e-11      0.0112476      0.0750561       0.109459         4.1201       0.775115        3.60138
        1.19579    4.37452e-11      0.0233114      0.0743498       0.107321        4.36749        1.18857        3.10187
        1.18802    4.41879e-11      0.0301616      0.0741965       0.119288         4.5726        1.54598        2.75838
        1.19632    4.41661e-11      0.0203719      0.0701856       0.123572        4.67431        1.70267        2.56925
        1.18845    4.36187e-11      0.0177042      0.0783926       0.125953        4.75507        1.87437        2.38359
        1.18109    4.37522e-11      0.0178601      0.0660251       0.123664        4.43298        1.34183        2.95453
         1.2019    4.40885e-11     0.00478394      0.0739821       0.128492        4.67026        1.75237        2.52685
        1.18738    4.36359e-11     0.00493205       0.073219       0.123326        4.43658        1.36627         2.9782
        1.17613    4.37891e-11       0.022326      0.0702287       0.125787        4.64108        1.73103        2.61538
         1.1787    4.34314e-11      0.0268649      0.0739302       0.117462         4.5616        1.56025        2.80034
        1.18619    4.35947e-11      0.0324198      0.0685829       0.118242        4.54126        1.52747        2.85147
        1.17534    4.34771e-11      0.0192764      0.0693227       0.134305        4.67771        1.79079        2.64262
        1.18249    4.36867e-11     0.00344885      0.0727204       0.120363        4.20955        1.04822        3.60228
        1.19138    4.39687e-11      0.0252265      0.0709641       0.109373        4.18966        1.02081        3.63145
        1.19002    4.37952e-11     0.00500155      0.0746266       0.117636        4.25938        1.13379        3.55155
        1.18632    4.37266e-11     0.00551395      0.0743769       0.124194        4.46444        1.51632        3.12474
        1.18917    4.37478e-11      0.0168915       0.073549       0.114252        4.35625         1.2917        3.33417
        1.18477    4.34828e-11      0.0353077      0.0740837       0.116993        4.37476        1.35813        3.27096
        1.21463    4.45786e-11      0.0428777      0.0730631      0.0977927        4.53546        1.62745        2.93376
        1.21249    4.40227e-11      0.0581607      0.0732426       0.106268        4.74048         2.0323        2.52518
        1.20627    4.43502e-11      0.0490698      0.0624261       0.111064        4.36743        1.35696        3.30568
        1.18319    4.39604e-11       0.030143      0.0670899       0.116712        4.51808        1.61708        2.97406
         1.1895    4.39147e-11      0.0240703      0.0791597       0.117274        4.75372        1.96454        2.55706
        1.18876     4.3804e-11       0.035183      0.0709157       0.122816        4.74233        1.94695        2.59599
        1.18266    4.34372e-11      0.0209238      0.0677236        0.11462        4.75956        1.87571        2.76406
        1.19076     4.3785e-11      0.0244049      0.0846962       0.116315        4.71322        1.80318        2.83948
        1.18847    4.39925e-11      0.0284345      0.0791183       0.113289        4.18561       0.965862        3.91079
        1.19201    4.42917e-11      0.0158339      0.0741489       0.107188        4.16523        0.94247        3.90895
        1.18352    4.39412e-11     0.00982864      0.0758963       0.107775        4.41961        1.33409        3.40556
        1.18601    4.36568e-11     0.00643669      0.0732312       0.112353        4.42917        1.30637        3.46964
        1.19267    4.39913e-11      0.0273485       0.076077       0.107663        4.44048        1.29988        3.45245
        1.18934    4.41751e-11      0.0239267      0.0757398       0.109337          4.161       0.812377        4.05228
        1.19302    4.40667e-11      0.0269346      0.0751954       0.115727        4.71361        1.77594        2.79947
        1.20254    4.39528e-11      0.0394103      0.0683706       0.122875        5.02573         2.3249        2.12578
        1.20742    4.41587e-11      0.0347501      0.0689288       0.127023         4.9602        2.24081        2.21652
        1.19751    4.35762e-11      0.0343982      0.0675523       0.122809        4.42554        1.39003        3.30196
        1.19697    4.40487e-11     0.00648973      0.0716597       0.113846        4.17324       0.950261        3.81502
        1.19545    4.40123e-11       0.018275      0.0717572       0.107849         4.0216       0.700069        4.12286
        1.18549    4.35423e-11      0.0317216      0.0685377       0.101688        4.27188         1.0706        3.66056
        1.19034    4.39324e-11      0.0459433      0.0715223      0.0934859        4.37224        1.23262        3.41397
        1.18163    4.36118e-11      0.0426576      0.0798838       0.101638        4.27019         1.0775        3.59881
        1.19773    4.40717e-11       0.017211      0.0796321       0.103006        3.97991       0.576817        4.17398
        1.20027    4.43548e-11      0.0199797      0.0754713      0.0953449        3.78259       0.241069        4.62268
        1.19689    4.45654e-11      0.0135739      0.0714306      0.0953518        3.75595       0.202884        4.69008
        1.18443    4.38444e-11     0.00430668      0.0764852         0.1046         4.2565        1.07552        3.67409
        1.18911     4.3853e-11      0.0291837      0.0782646       0.098384        4.18874       0.883922        3.86711
        1.19633    4.39602e-11      0.0321559      0.0795376      0.0948731        4.02495       0.615617        4.20088
        1.19571    4.38309e-11      0.0358386      0.0704319        0.11175        4.78209        1.87435        2.65248
        1.20567    4.41289e-11      0.0420291      0.0668708       0.121505        4.76825        1.88485        2.70697
        1.20469    4.40345e-11      0.0331636      0.0705857       0.105476        4.20893       0.939425        3.86726
        1.19198    4.36176e-11      0.0208789      0.0799058       0.105453        4.30791        1.09594        3.65345
        1.18019    4.37344e-11     0.00442362      0.0766487       0.108301        4.01977       0.587584        4.28963
        1.19056     4.3549e-11       0.023684      0.0726146       0.100424        3.98982       0.522871        4.38347
        1.17654     4.3805e-11      0.0069184      0.0736469       0.102978        4.05462       0.616181        4.24225
        1.17778    4.35536e-11     0.00561723      0.0733623      0.0989706        3.95716       0.423684         4.4493
        1.17544    4.38247e-11      0.0239972      0.0787182      0.0898207        4.09565       0.632749        4.19037
        1.18321    4.39145e-11      0.0412797      0.0760764      0.0981663        4.65207        1.56711        3.04907
        1.18581    4.36796e-11        0.04601      0.0769791      0.0957441        4.24543       0.883804         3.9169
        1.18878    4.38181e-11      0.0345587      0.0764233       0.107491        4.57622        1.46683        3.22885
         1.1837     4.3783e-11      0.0367802      0.0727719       0.098824         4.5372        1.35476        3.37083
        1.17907    4.35834e-11      0.0395499      0.0779807      0.0940951        4.19339       0.734015        4.12368
        1.20064    4.38391e-11       0.042189      0.0727282       0.109457        5.00581        2.11578        2.45609
        1.19088    4.38208e-11      0.0401014      0.0655988       0.115765        5.36214        2.65016        1.87229
        1.18624    4.36941e-11      0.0402801      0.0778721      0.0936308        5.05368        1.99277        2.56957
        1.18034    4.39679e-11      0.0509024      0.0789232      0.0950388        4.40416       0.972693        3.92634
        1.19575    4.40849e-11       0.057853      0.0632294      0.0909577        4.73093        1.51997        3.27465
        1.18395    4.34821e-11      0.0607158      0.0656529      0.0966773        4.88691        1.80532        2.90105
        1.19012     4.3847e-11      0.0637127      0.0652862      0.0924113        4.91042        1.84633        2.86296
        1.19332    4.38464e-11      0.0533292      0.0669933       0.100626        4.63801        1.40031        3.36784
        1.19372    4.41477e-11      0.0470931        0.06943       0.103758        5.15729        2.21485        2.29737
        1.19255    4.36119e-11      0.0521925      0.0684888       0.105399        5.10073        2.12883         2.3921
        1.19834    4.42047e-11      0.0418584      0.0704584       0.115604        5.13774        2.19609        2.31701
        1.18772    4.35859e-11      0.0337942      0.0746151       0.109649         4.4595        1.08883        3.71456
        1.20136    4.40355e-11      0.0276319      0.0731912       0.125203        5.08905        2.17647         2.4193
        1.18762    4.40706e-11      0.0245819      0.0794251        0.12243          5.092         2.1794        2.42775
        1.19956    4.41565e-11      0.0243845      0.0700476       0.109734        4.47649        1.10723        3.79693
        1.19082    4.39713e-11      0.0245394      0.0717828       0.114551        5.03076          2.006        2.67033
        1.17945     4.3466e-11      0.0859176      0.0715833       0.246803       0.278788        8.02266        7.70697
        1.21334    4.40042e-11      0.0813356      0.0704365      0.0223283       0.174758        6.99811        8.21345
        1.20093     4.4105e-11      0.0857941      0.0806636       0.237015       0.435187         7.4098        7.46452
        1.20355    4.40297e-11      0.0748991      0.0813676       0.102651        1.25694        8.83021          5.412
        1.16809    4.32986e-11      0.0814505      0.0814251       0.177856       0.542567        7.86718        6.63633
        1.19429    4.37043e-11      0.0782618      0.0789722       0.181201       0.340261        7.73651        5.86233
        1.20711    4.44818e-11      0.0831429      0.0725787      0.0220883        1.46985        9.34051        4.04119
        1.20662    4.44998e-11      0.0835858      0.0699729       0.123767        1.07166        9.05832        4.66899
        1.20065    4.41414e-11      0.0846194      0.0699847       0.149322        1.07483        9.40704        4.18063
        1.19271    4.37396e-11      0.0849551      0.0711207       0.193915        0.26997        8.38032        4.29363
        1.18701     4.4011e-11      0.0828003        0.07457       0.670341       0.165553         8.6718         4.4967
        1.20357    4.42802e-11      0.0827615      0.0710476        1.04309      0.0767658        8.24245        4.32819
        1.18046    4.37322e-11      0.0774296      0.0746074        1.31303      0.0246088        8.24811        4.27393
         1.1831    4.38977e-11       0.079586      0.0790541        1.37065      0.0975385        8.14151        4.36555
        1.18628    4.38341e-11      0.0789567      0.0768092        1.17763       0.257902        8.24847        3.99736
        1.18666    4.35528e-11      0.0819486      0.0750326       0.736247       0.363086        8.83972        3.40409
         1.1826    4.39349e-11      0.0784643       0.078463        0.62595       0.193988        8.69062        3.78163
        1.19047    4.38055e-11      0.0791305      0.0770291       0.411612       0.288484        8.57204        3.91607
        1.19001    4.39238e-11      0.0890081      0.0656733       0.207909       0.206124        9.28502        3.69678
        1.18411    4.37761e-11      0.0852929      0.0597901      0.0639874       0.313287        9.79839        2.96779
        1.19866    4.39776e-11      0.0794689      0.0713622      0.0875675      0.0305593        9.18309         3.8468
        1.19499    4.41037e-11      0.0799214      0.0730529       0.251063       0.174867        9.06619        3.75341
        1.18834    4.39264e-11      0.0811957       0.075767       0.243335       0.404588        9.15484         3.0051
        1.18232    4.38171e-11      0.0771172      0.0727588       0.074123       0.892241        9.19334        1.79623
        1.18255    4.38302e-11      0.0745989      0.0747002       0.104913       0.510342        8.35366        1.60249
        1.18026    4.37886e-11      0.0818184      0.0756918       0.346096       0.453749         8.1251        1.01432
        1.19426    4.36234e-11      0.0839726      0.0716929       0.318503       0.418204        8.73084       0.867753
        1.20456    4.41219e-11      0.0883271      0.0607289       0.481873       0.299314        8.48141        1.29848
        1.18512    4.37592e-11      0.0844491      0.0615446       0.137748        1.16771        9.37533        1.84129
         1.1862    4.37789e-11      0.0928111      0.0573911      0.0778046        1.40156        9.46097        2.31159
        1.20089    4.40609e-11      0.0820081      0.0620656      0.0143096        1.03018        8.54725          3.379
        1.19134    4.36656e-11      0.0827694      0.0647764      0.0184286       0.130798        7.10307        5.19372
        1.20805    4.40642e-11      0.0859837      0.0691394       0.323807       0.427296        7.22069        4.63386
        1.20795    4.43274e-11      0.0825615      0.0719135       0.475722     0.00390812        7.24266        5.38637
        1.18984    4.38793e-11      0.0788505      0.0778702        1.04716       0.298365        7.64676        4.77239
        1.18817    4.37881e-11      0.0816627      0.0744976       0.417643      0.0981395        7.73269          4.722
        1.19976    4.40069e-11      0.0785708      0.0763605       0.391866       0.599133        8.04507        4.40757
        1.18676    4.39071e-11      0.0731449      0.0849817     0.00228066       0.930243        6.61077        3.12616
         1.1804     4.3941e-11      0.0758002      0.0850422     0.00341532        0.30921        5.19874        4.32802
        1.19511    4.42169e-11      0.0795899       0.081699       0.166174       0.297754        5.70355        4.51198
        1.17955     4.3703e-11      0.0842578      0.0681891       0.340439       0.368456        5.26311        4.49569
        1.17879    4.36519e-11      0.0849773       0.068033       0.552176      0.0415352        5.26096        4.69759
        1.18743    4.37683e-11      0.0825957      0.0741375       0.693879      0.0147363        5.18451        5.94962
        1.18819    4.40169e-11      0.0834936      0.0744804       0.585702       0.230282        4.77229        5.95987
        1.17835    4.34602e-11       0.087185      0.0671501       0.421776       0.268531         6.0082        6.43911
        1.17467      4.364e-11      0.0844572      0.0659777      0.0168909        1.57954        7.05962        3.82376
        1.18515    4.36616e-11      0.0825896       0.069642       0.156775        1.18725        6.59336         4.7951
        1.19737     4.3826e-11       0.084158      0.0710188      0.0877434        1.27327        6.31306        4.94363
        1.18316    4.40511e-11      0.0831765      0.0704521      0.0884182        2.06828        7.52119        3.09178
        1.19466    4.41021e-11      0.0827577      0.0670195      0.0411666       0.283005        4.67409        6.80662
        1.19908    4.41746e-11        0.08455       0.069474       0.144123        1.67652        6.15426        5.44801
        1.18798    4.37272e-11      0.0744636      0.0724703      0.0790091       0.833798        4.59264         7.5431
        1.18921    4.39906e-11      0.0823245      0.0734332      0.0752487       0.924894        4.27527        6.32939
        1.19127    4.38266e-11      0.0843086      0.0681792      0.0265396        1.33542        4.97989        5.59015
        1.19234    4.38326e-11      0.0808404      0.0686567      0.0248427        1.12747        4.57157        6.08897
        1.19666    4.41921e-11      0.0771054       0.074071      0.0598084       0.613624        3.72678        7.48564
        1.19897    4.40671e-11      0.0804124      0.0776197       0.365688      0.0808179        3.84766        7.10314
        1.20087    4.38825e-11      0.0778757      0.0772554        0.17977        0.18222        3.09243        7.07879
        1.18185    4.35197e-11      0.0893682       0.072072      0.0401792      0.0861529        2.96176        6.89269
        1.18452    4.40113e-11      0.0823683       0.069196       0.182493       0.176762        2.53952        7.61743
        1.19563    4.38132e-11      0.0823474      0.0718046       0.277824       0.283011        2.10435        7.51423
        1.18832    4.40213e-11      0.0872819      0.0679818       0.114762       0.175868        2.60016        7.31108
        1.20315    4.41202e-11      0.0846936      0.0663278      0.0723489       0.437966        1.97945        6.84012
        1.19694    4.40701e-11      0.0826628       0.067146       0.170292       0.339179        2.29548        6.55299
        1.19438    4.41865e-11      0.0774099      0.0746955       0.119419       0.440541        2.94449        5.43391
        1.20049     4.3856e-11      0.0790759      0.0736783       0.196221       0.118453        2.99406        5.02644
        1.19839    4.37341e-11      0.0831464       0.073066       0.167723       0.047615        3.29464        5.05056
        1.18318    4.39415e-11      0.0757086      0.0750995       0.279374        0.10425        3.34137        4.88575
        1.17204    4.35884e-11      0.0805058       0.079572        0.18945        0.62223        4.55428        4.17738
        1.19631    4.39742e-11      0.0821457      0.0751467       0.200181       0.115081        3.94688        4.69124
        1.18735    4.36619e-11       0.082231      0.0788998       0.509492       0.311514        4.41148        4.31181
        1.18882    4.34535e-11      0.0844714      0.0691855     0.00553232       0.504367        4.40612        4.00374
          1.181     4.3515e-11      0.0864927       0.069114       0.122073      0.0221778        3.88171        5.25925
        1.18706    4.40824e-11      0.0839632      0.0683214       0.297717       0.134521        4.13574        5.06127
         1.1785     4.3334e-11      0.0838382      0.0687469       0.194413       0.473182        4.82404        4.24279
        1.19854    4.43868e-11       0.086631      0.0674551       0.288763       0.020901        5.38005        4.49573
        1.19299    4.34902e-11      0.0860883      0.0697253       0.719966        0.25472        4.93293        4.30222
        1.18539    4.37322e-11       0.082926      0.0681137       0.784174       0.328301        4.85083        3.95362
        1.19049    4.38555e-11      0.0857961      0.0668837       0.865004      0.0177762        4.10845        4.25547
        1.19088    4.39114e-11      0.0877494       0.068416       0.943343       0.138655        3.81561        4.34626
        1.20189    4.40724e-11      0.0858388      0.0652361        1.12119       0.171833        4.01369          3.958
        1.19621     4.3757e-11      0.0813822      0.0660407       0.982384      0.0565938        3.64992         4.3176
        1.18651    4.34629e-11      0.0790376      0.0746064        1.02284       0.173937        4.06298        4.07718
        1.18492    4.35394e-11      0.0899527      0.0656234       0.962981       0.164715         3.9439        4.00244
        1.20262    4.39131e-11      0.0860781      0.0598655       0.885912      0.0687003        3.53071        4.05446
        1.19054      4.372e-11      0.0843207      0.0647193        1.17169      0.0418503        3.30258        3.98351
        1.19429    4.38137e-11      0.0840829      0.0715093         1.2888       0.123216        3.26041        3.96357
        1.20271    4.38826e-11      0.0863407      0.0760854        1.19573       0.121939        3.04348        3.99344
        1.19345    4.43157e-11      0.0895738      0.0636417        1.34903       0.108603        3.09183        3.72186
         1.2098    4.45255e-11      0.0886792        0.06397        1.28894       0.171659        3.41788        3.69618
        1.20286    4.39752e-11      0.0807741      0.0627188        1.13697     0.00700227        3.19003        4.11554
        1.19389    4.37231e-11      0.0854463      0.0735416        1.26476       0.128569        3.32315        3.97254
        1.19944    4.37517e-11      0.0835195      0.0643388        1.09494       0.195818        3.97658        3.88814
        1.20592    4.38066e-11      0.0868267      0.0639505        1.20148      0.0492322        4.28516        4.11064
        1.18673    4.37983e-11      0.0852389      0.0665229        1.44831       0.114827        4.41479        4.07975
        1.20534    4.38425e-11      0.0884805      0.0649533        1.60463       0.127236        4.10696        4.12345
        1.18805    4.36949e-11      0.0894597       0.064041        1.33635       0.147868        4.25356        3.99357
        1.18758    4.36223e-11      0.0843917       0.075608        1.62285       0.141133        4.12553        3.72616
         1.1881    4.38202e-11      0.0838535      0.0715143        1.58418      0.0983516        4.17924        3.79237
        1.18829    4.38785e-11      0.0818178      0.0643527        1.70944      0.0255943        3.97039        3.93987
        1.17845    4.33231e-11      0.0316643      0.0732018       0.132361         6.2982        4.47433        4.35562
        1.18057     4.3692e-11      0.0179616      0.0847727       0.125774        6.41395        4.61234        4.17676
        1.18248    4.39382e-11      0.0159235      0.0888443       0.124715        6.79968        5.22993        3.43371
        1.20049    4.42923e-11     0.00632525      0.0869541       0.110758        4.82968        2.01682        7.48871
        1.19784    4.41566e-11      0.0127664      0.0866889       0.133278        6.23249        4.32411        4.62306
        1.19783    4.44595e-11      0.0185962      0.0758192       0.141017        5.96564        3.93971        5.16856
        1.19595    4.39456e-11      0.0172211      0.0786033       0.136108         5.9687        3.94996        5.14476
        1.18683    4.37136e-11      0.0246606      0.0793643       0.128415         5.3675        2.97798        6.36297
        1.19264    4.41573e-11      0.0253629      0.0790262       0.131309        5.23315        2.77164        6.64191
        1.20031    4.42142e-11      0.0262008      0.0756778       0.116622         4.6037        1.74347        7.91811
        1.16743    4.30104e-11    0.000650612       0.082367       0.116775        4.55389        1.65506        8.02723
        1.16975    4.39141e-11      0.0129403       0.082403        0.14164        6.82549        5.41119        3.35889
        1.19162    4.41491e-11     0.00272625      0.0815928       0.126708         6.8324        5.43589        3.29292
        1.17997    4.36562e-11      0.0330483      0.0820473       0.121043        7.08626        5.87648        2.74538
        1.18379    4.38915e-11     0.00607666      0.0823791       0.122677         6.7916        5.39164        3.30658
        1.18589     4.3929e-11      0.0118497      0.0818754       0.134882        6.64054        5.17278        3.68226
        1.21092    4.41939e-11      0.0360615      0.0778825       0.124233        7.11052        5.89092        2.81766
        1.19469     4.3971e-11      0.0148474      0.0763149       0.126776        7.13876        5.96451        2.72884
        1.19245    4.38069e-11    0.000676815      0.0831675       0.129172        7.17171        6.04085        2.63959
        1.19047    4.37563e-11      0.0220517      0.0746936       0.125248        7.20924        6.15787        2.56391
        1.19609    4.38522e-11      0.0172923      0.0787564       0.130205        7.18473        6.16903        2.56864
        1.18117    4.40684e-11     0.00917366      0.0782105       0.126292        7.43437        6.61973        2.01797
        1.18998    4.40893e-11     0.00687708      0.0770314       0.120369        7.19277        6.21759        2.49759
        1.19586    4.39818e-11      0.0187464      0.0822853       0.121662        7.03293        5.96464        2.88712
        1.17954    4.38086e-11      0.0327878      0.0841252       0.115324        7.33187        6.38378        2.30258
        1.19995    4.44475e-11      0.0307161      0.0800654       0.108338        7.38107        6.42149        2.31079
        1.17659    4.35312e-11      0.0292271      0.0848662       0.113685        7.45686        6.57903        2.12666
        1.17167    4.36709e-11     0.00444957       0.086263       0.115195        7.56991         6.7571        1.91283
         1.1816     4.3772e-11      0.0143518      0.0713989       0.116845        7.89789        7.24433        1.30638
        1.19969    4.43415e-11      0.0108939      0.0722446       0.114688        7.97035        7.36757        1.18998
        1.17636     4.3401e-11      0.0159726      0.0752674       0.111495        7.82715        7.15718        1.44859
        1.18517    4.40389e-11      0.0143811      0.0754715       0.110718        7.60151        6.80369        1.90824
